sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
13660;SDS011;6903;49.480;11.102;2022-02-01T00:01:36;4.67;;;3.00;;
13660;SDS011;6903;49.480;11.102;2022-02-01T00:04:08;5.33;;;3.13;;
13660;SDS011;6903;49.480;11.102;2022-02-01T00:06:42;3.53;;;2.27;;
13660;SDS011;6903;49.480;11.102;2022-02-01T00:09:08;3.70;;;2.67;;
13660;SDS011;6903;49.480;11.102;2022-02-01T00:11:48;1.70;;;1.37;;
13660;SDS011;6903;49.480;11.102;2022-02-01T00:14:32;1.93;;;1.57;;
13660;SDS011;6903;49.480;11.102;2022-02-01T00:17:16;2.20;;;1.40;;
13660;SDS011;6903;49.480;11.102;2022-02-01T00:19:53;2.60;;;1.17;;
13660;SDS011;6903;49.480;11.102;2022-02-01T00:22:37;1.30;;;1.20;;
13660;SDS011;6903;49.480;11.102;2022-02-01T00:25:23;1.23;;;1.07;;
13660;SDS011;6903;49.480;11.102;2022-02-01T00:28:07;2.40;;;1.20;;
13660;SDS011;6903;49.480;11.102;2022-02-01T00:30:51;1.03;;;0.90;;
13660;SDS011;6903;49.480;11.102;2022-02-01T00:33:35;1.27;;;1.10;;
13660;SDS011;6903;49.480;11.102;2022-02-01T00:36:24;1.20;;;1.10;;
13660;SDS011;6903;49.480;11.102;2022-02-01T00:39:03;1.83;;;1.30;;
13660;SDS011;6903;49.480;11.102;2022-02-01T00:41:35;1.57;;;1.00;;
13660;SDS011;6903;49.480;11.102;2022-02-01T00:44:07;1.83;;;1.20;;
13660;SDS011;6903;49.480;11.102;2022-02-01T00:46:33;1.63;;;1.10;;
13660;SDS011;6903;49.480;11.102;2022-02-01T00:48:59;1.17;;;1.00;;
13660;SDS011;6903;49.480;11.102;2022-02-01T00:51:24;0.77;;;0.77;;
13660;SDS011;6903;49.480;11.102;2022-02-01T00:53:50;1.33;;;0.90;;
13660;SDS011;6903;49.480;11.102;2022-02-01T00:56:15;1.33;;;1.03;;
13660;SDS011;6903;49.480;11.102;2022-02-01T00:58:41;1.07;;;0.70;;
13660;SDS011;6903;49.480;11.102;2022-02-01T01:01:07;1.33;;;0.97;;
13660;SDS011;6903;49.480;11.102;2022-02-01T01:03:33;0.93;;;0.80;;
13660;SDS011;6903;49.480;11.102;2022-02-01T01:05:59;1.53;;;0.80;;
13660;SDS011;6903;49.480;11.102;2022-02-01T01:08:25;1.30;;;0.80;;
13660;SDS011;6903;49.480;11.102;2022-02-01T01:10:51;1.40;;;1.00;;
13660;SDS011;6903;49.480;11.102;2022-02-01T01:13:16;0.70;;;0.70;;
13660;SDS011;6903;49.480;11.102;2022-02-01T01:15:47;0.87;;;0.87;;
13660;SDS011;6903;49.480;11.102;2022-02-01T01:18:23;1.20;;;0.90;;
13660;SDS011;6903;49.480;11.102;2022-02-01T01:21:20;1.87;;;1.10;;
13660;SDS011;6903;49.480;11.102;2022-02-01T01:24:04;1.30;;;0.90;;
13660;SDS011;6903;49.480;11.102;2022-02-01T01:26:37;1.13;;;0.93;;
13660;SDS011;6903;49.480;11.102;2022-02-01T01:29:21;1.60;;;1.13;;
13660;SDS011;6903;49.480;11.102;2022-02-01T01:32:05;2.17;;;1.10;;
13660;SDS011;6903;49.480;11.102;2022-02-01T01:34:49;2.43;;;1.23;;
13660;SDS011;6903;49.480;11.102;2022-02-01T01:37:33;3.27;;;1.47;;
13660;SDS011;6903;49.480;11.102;2022-02-01T01:40:17;1.83;;;1.40;;
13660;SDS011;6903;49.480;11.102;2022-02-01T01:43:01;2.27;;;1.67;;
