sensor_id;sensor_type;location;lat;lon;timestamp;temperature;humidity
3705;DHT22;1868;48.918;9.438;2022-02-03T00:37:11;7.00;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T00:41:02;7.00;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T00:44:41;7.00;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T01:03:37;7.10;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T01:14:53;7.20;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T01:21:56;7.20;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T01:25:17;7.20;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T01:32:15;7.30;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T01:38:42;7.30;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T01:45:30;7.30;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T01:48:47;7.30;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T01:52:23;7.30;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T01:56:06;7.30;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T01:59:49;7.30;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T02:02:55;7.30;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T03:03:49;8.00;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T03:33:50;8.20;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T03:40:56;8.30;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T04:05:06;8.30;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T04:12:00;8.30;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T04:27:32;8.40;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T04:31:22;8.50;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T04:35:43;8.50;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T04:38:46;8.50;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T04:42:21;8.50;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T04:53:25;8.50;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T05:26:06;8.60;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T06:24:25;8.00;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T06:27:17;8.00;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T06:33:03;7.80;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T06:35:30;7.80;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T06:38:05;7.80;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T06:40:35;7.80;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T06:43:43;7.70;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T06:46:13;7.60;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T06:48:43;7.60;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T06:51:38;7.60;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T06:54:46;7.60;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T06:57:27;7.60;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T07:00:24;7.60;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T07:03:09;7.50;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T07:05:56;7.50;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T07:08:24;7.50;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T07:10:57;7.50;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T07:13:29;7.50;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T07:16:12;7.50;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T07:19:00;7.50;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T07:21:28;7.50;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T07:23:57;7.60;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T07:26:38;7.60;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T07:29:09;7.60;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T07:31:43;7.70;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T07:34:10;7.80;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T07:42:24;7.80;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T07:44:53;7.80;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T07:47:42;7.90;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T07:50:23;7.90;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T07:53:13;8.00;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T09:05:26;9.20;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T09:08:11;9.30;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T10:22:18;11.50;97.00
3705;DHT22;1868;48.918;9.438;2022-02-03T10:25:31;11.40;96.40
3705;DHT22;1868;48.918;9.438;2022-02-03T10:28:19;11.20;96.20
3705;DHT22;1868;48.918;9.438;2022-02-03T10:31:02;11.00;96.40
3705;DHT22;1868;48.918;9.438;2022-02-03T10:34:03;11.00;97.40
3705;DHT22;1868;48.918;9.438;2022-02-03T10:37:11;11.20;96.20
