sensor_id;sensor_type;location;lat;lon;timestamp;pressure;altitude;pressure_sealevel;temperature;humidity
1954;BME280;977;42.704;23.354;2021-04-09T11:34:04;96177.47;;;16.63;23.61
1954;BME280;977;42.704;23.354;2021-04-09T11:36:37;96172.81;;;16.65;22.60
1954;BME280;977;42.704;23.354;2021-04-09T11:39:15;96175.78;;;16.77;23.64
1954;BME280;977;42.704;23.354;2021-04-09T11:41:44;96176.00;;;16.60;22.26
1954;BME280;977;42.704;23.354;2021-04-09T11:47:16;96171.84;;;14.15;24.95
1954;BME280;977;42.704;23.354;2021-04-09T11:49:44;96165.06;;;14.89;25.42
1954;BME280;977;42.704;23.354;2021-04-09T11:52:09;96153.44;;;15.21;24.29
1954;BME280;977;42.704;23.354;2021-04-09T11:54:37;96151.25;;;15.54;23.64
1954;BME280;977;42.704;23.354;2021-04-09T11:57:04;96145.44;;;15.59;23.49
1954;BME280;977;42.704;23.354;2021-04-09T11:59:36;96147.69;;;16.13;23.13
1954;BME280;977;42.704;23.354;2021-04-09T12:02:19;96139.88;;;16.20;23.17
1954;BME280;977;42.704;23.354;2021-04-09T12:04:45;96149.28;;;16.29;23.16
1954;BME280;977;42.704;23.354;2021-04-09T12:07:17;96143.25;;;16.35;22.74
1954;BME280;977;42.704;23.354;2021-04-09T12:09:45;96134.75;;;16.33;23.01
1954;BME280;977;42.704;23.354;2021-04-09T12:12:13;96133.31;;;16.52;22.67
1954;BME280;977;42.704;23.354;2021-04-09T12:14:59;96141.16;;;16.24;22.82
1954;BME280;977;42.704;23.354;2021-04-09T12:17:25;96115.38;;;16.34;22.71
1954;BME280;977;42.704;23.354;2021-04-09T12:19:53;96141.25;;;16.80;21.98
1954;BME280;977;42.704;23.354;2021-04-09T12:22:20;96130.16;;;16.84;21.70
1954;BME280;977;42.704;23.354;2021-04-09T12:24:46;96131.94;;;16.84;22.33
1954;BME280;977;42.704;23.354;2021-04-09T12:27:12;96121.97;;;17.07;21.78
1954;BME280;977;42.704;23.354;2021-04-09T12:29:38;96114.28;;;16.50;21.64
1954;BME280;977;42.704;23.354;2021-04-09T12:32:05;96122.34;;;16.48;21.25
1954;BME280;977;42.704;23.354;2021-04-09T12:34:32;96113.31;;;16.29;21.38
1954;BME280;977;42.704;23.354;2021-04-09T12:36:58;96104.91;;;15.98;22.24
1954;BME280;977;42.704;23.354;2021-04-09T12:39:24;96109.00;;;16.00;22.33
1954;BME280;977;42.704;23.354;2021-04-09T12:41:50;96110.91;;;16.13;21.95
1954;BME280;977;42.704;23.354;2021-04-09T12:44:16;96116.00;;;16.15;22.14
1954;BME280;977;42.704;23.354;2021-04-09T12:46:44;96110.97;;;15.98;22.11
1954;BME280;977;42.704;23.354;2021-04-09T12:49:10;96098.13;;;16.25;22.23
1954;BME280;977;42.704;23.354;2021-04-09T12:51:35;96105.22;;;15.88;22.11
1954;BME280;977;42.704;23.354;2021-04-09T12:54:03;96101.41;;;15.54;21.93
1954;BME280;977;42.704;23.354;2021-04-09T12:56:29;96090.06;;;15.18;21.89
1954;BME280;977;42.704;23.354;2021-04-09T12:58:55;96089.72;;;15.21;22.88
1954;BME280;977;42.704;23.354;2021-04-09T13:01:20;96090.31;;;15.23;22.28
1954;BME280;977;42.704;23.354;2021-04-09T13:03:46;96076.69;;;14.68;23.35
1954;BME280;977;42.704;23.354;2021-04-09T13:06:12;96083.59;;;14.46;23.65
1954;BME280;977;42.704;23.354;2021-04-09T13:08:38;96085.69;;;14.28;22.83
1954;BME280;977;42.704;23.354;2021-04-09T13:11:05;96082.28;;;13.19;23.16
1954;BME280;977;42.704;23.354;2021-04-09T13:13:32;96087.34;;;12.65;24.05
1954;BME280;977;42.704;23.354;2021-04-09T13:15:59;96078.28;;;12.20;25.84
1954;BME280;977;42.704;23.354;2021-04-09T13:18:24;96076.56;;;12.76;25.43
