sensor_id;sensor_type;location;lat;lon;timestamp;temperature;humidity
3705;DHT22;1868;48.918;9.438;2022-02-01T00:02:28;4.10;97.40
3705;DHT22;1868;48.918;9.438;2022-02-01T00:05:03;4.20;97.40
3705;DHT22;1868;48.918;9.438;2022-02-01T00:07:36;4.20;97.40
3705;DHT22;1868;48.918;9.438;2022-02-01T00:10:12;4.20;97.40
3705;DHT22;1868;48.918;9.438;2022-02-01T00:12:46;4.20;97.40
3705;DHT22;1868;48.918;9.438;2022-02-01T00:15:25;4.20;97.40
3705;DHT22;1868;48.918;9.438;2022-02-01T00:18:21;4.30;97.40
3705;DHT22;1868;48.918;9.438;2022-02-01T00:21:03;4.20;97.40
3705;DHT22;1868;48.918;9.438;2022-02-01T00:23:49;4.30;97.40
3705;DHT22;1868;48.918;9.438;2022-02-01T00:26:33;4.30;97.40
3705;DHT22;1868;48.918;9.438;2022-02-01T00:29:19;4.20;97.40
3705;DHT22;1868;48.918;9.438;2022-02-01T00:32:05;4.20;97.40
3705;DHT22;1868;48.918;9.438;2022-02-01T00:34:51;4.20;97.40
3705;DHT22;1868;48.918;9.438;2022-02-01T00:37:32;4.20;97.40
3705;DHT22;1868;48.918;9.438;2022-02-01T00:40:04;4.20;97.40
3705;DHT22;1868;48.918;9.438;2022-02-01T00:42:37;4.30;97.40
3705;DHT22;1868;48.918;9.438;2022-02-01T00:45:07;4.30;97.40
3705;DHT22;1868;48.918;9.438;2022-02-01T00:47:34;4.30;97.40
3705;DHT22;1868;48.918;9.438;2022-02-01T00:50:02;4.30;97.40
3705;DHT22;1868;48.918;9.438;2022-02-01T00:52:29;4.30;97.40
3705;DHT22;1868;48.918;9.438;2022-02-01T00:54:57;4.30;97.40
3705;DHT22;1868;48.918;9.438;2022-02-01T00:57:24;4.20;97.40
3705;DHT22;1868;48.918;9.438;2022-02-01T00:59:52;4.30;97.40
3705;DHT22;1868;48.918;9.438;2022-02-01T01:02:20;4.30;97.40
3705;DHT22;1868;48.918;9.438;2022-02-01T01:04:48;4.30;97.40
3705;DHT22;1868;48.918;9.438;2022-02-01T01:07:15;4.30;97.40
3705;DHT22;1868;48.918;9.438;2022-02-01T01:09:43;4.40;97.40
3705;DHT22;1868;48.918;9.438;2022-02-01T01:12:10;4.40;97.40
3705;DHT22;1868;48.918;9.438;2022-02-01T01:14:38;4.40;97.40
3705;DHT22;1868;48.918;9.438;2022-02-01T01:17:34;4.30;97.40
3705;DHT22;1868;48.918;9.438;2022-02-01T01:20:19;4.30;97.40
3705;DHT22;1868;48.918;9.438;2022-02-01T01:23:04;4.30;97.40
3705;DHT22;1868;48.918;9.438;2022-02-01T01:25:48;4.30;97.40
3705;DHT22;1868;48.918;9.438;2022-02-01T01:28:33;4.30;97.40
3705;DHT22;1868;48.918;9.438;2022-02-01T01:31:17;4.20;97.40
3705;DHT22;1868;48.918;9.438;2022-02-01T01:34:03;4.20;97.40
3705;DHT22;1868;48.918;9.438;2022-02-01T01:36:48;4.10;97.40
3705;DHT22;1868;48.918;9.438;2022-02-01T01:39:33;4.10;97.40
3705;DHT22;1868;48.918;9.438;2022-02-01T01:42:17;4.00;97.40
3705;DHT22;1868;48.918;9.438;2022-02-01T01:45:03;4.00;97.40
3705;DHT22;1868;48.918;9.438;2022-02-01T01:47:35;4.00;97.40
3705;DHT22;1868;48.918;9.438;2022-02-01T01:50:21;3.90;97.40
3705;DHT22;1868;48.918;9.438;2022-02-01T01:53:07;3.90;97.40
